source,topic,skill_tag,confidence,difficulty,difficulty_tier,needs_review
Test-2B-Q15,algebra,word_problem_arithmetic,0.85,1,easy,no
Test-2B-Q16,algebra,polynomial_remainder,0.55,1,easy,yes
Test-2B-Q17,trigonometry,trig_value,0.80,1,easy,no
Test-2B-Q18,trigonometry,trig_identity,0.95,1,easy,no
Test-2B-Q19,trigonometry,trig_identity,0.85,1,easy,no
Test-2B-Q2,algebra,exponent_rules,0.95,1,easy,no
Test-2B-Q20,geometry,triangle_geometry,0.85,1,easy,no
Test-2B-Q21,logarithms,logarithm,0.90,1,easy,no
Test-2B-Q22,logarithms,logarithm,0.90,1,easy,no
Test-2B-Q23,geometry,solid_geometry,0.85,1,easy,no
Test-2B-Q24,algebra,exponent_rules,0.65,1,easy,yes
Test-2B-Q25,geometry,coordinate_geometry,0.80,1,easy,no
Test-2B-Q26,probability,compound_event,0.70,1,easy,no
Test-2B-Q27,algebra,matrix_operation,0.95,1,easy,no
Test-2B-Q28,functions,function_inverse_composite,0.95,1,easy,no
Test-2B-Q29,algebra,rational_expression,0.90,1,easy,no
Test-2B-Q3,algebra,quadratic_equation,0.90,1,easy,no
Test-2B-Q30,algebra,polynomial_remainder,0.95,1,easy,no
Test-2B-Q31,calculus,derivative_application,0.90,1,easy,no
Test-2B-Q32,geometry,vector_geometry,0.90,1,easy,no
Test-2B-Q33,other,set_theory,0.90,1,easy,no
Test-2B-Q34,other,set_theory,0.90,1,easy,no
Test-2B-Q35,probability,discrete_distribution,0.70,1,easy,no
Test-2B-Q36,probability,geometric_probability,0.95,1,easy,no
Test-2B-Q4,sequences,progression,0.95,1,easy,no
Test-2B-Q5,functions,function_domain_range,0.80,1,easy,no
Test-2B-Q6,algebra,quadratic_equation,0.65,1,easy,yes
Test-2B-Q7,algebra,coordinate_geometry,0.90,1,easy,no
Test-2B-Q8,algebra,system_of_equations,0.90,1,easy,no
Test-2B-Q9,functions,function_domain_range,0.70,1,easy,no
Test-3A-Q1,algebra,number_representation,0.60,1,easy,yes
Test-3A-Q10,algebra,polynomial_remainder,0.95,1,easy,no
Test-3A-Q11,algebra,radical_expression,0.90,1,easy,no
Test-3A-Q12,algebra,radical_expression,0.75,1,easy,no
Test-3A-Q13,functions,quadratic_equation,0.75,1,easy,no
Test-3A-Q14,algebra,quadratic_inequality,0.70,1,easy,no
Test-3A-Q15,functions,exponent_rules,0.85,1,easy,no
Test-3A-Q16,algebra,rational_expression,0.70,1,easy,no
Test-3A-Q17,algebra,quadratic_equation,0.90,1,easy,no
Test-3A-Q18,algebra,polynomial_factoring,0.60,1,easy,yes
Test-3A-Q19,combinatorics,counting_principle,0.90,1,easy,no
Test-3A-Q2,algebra,linear_equation,0.95,1,easy,no
Test-3A-Q20,logarithms,logarithm,0.95,1,easy,no
Test-3A-Q21,combinatorics,permutation_arrangement,0.95,1,easy,no
Test-3A-Q22,sequences,progression,0.70,1,easy,no
Test-3A-Q23,algebra,system_of_equations,0.75,1,easy,no
Test-3A-Q24,algebra,radical_expression,0.90,1,easy,no
Test-3A-Q25,functions,function_domain_range,0.55,1,easy,yes
Test-3A-Q26,algebra,quadratic_equation,0.75,1,easy,no
Test-3A-Q27,algebra,polynomial_remainder,0.95,1,easy,no
Test-3A-Q28,other,set_theory,0.90,1,easy,no
Test-3A-Q29,combinatorics,combination_selection,0.85,1,easy,no
Test-3A-Q3,algebra,linear_equation,0.85,1,easy,no
Test-3A-Q30,probability,discrete_distribution,0.95,1,easy,no
Test-3A-Q31,statistics,expected_value,0.90,1,easy,no
Test-3A-Q32,algebra,vector_geometry,0.85,1,easy,no
Test-3A-Q33,geometry,vector_geometry,0.90,1,easy,no
Test-3A-Q34,calculus,derivative_rules,0.95,1,easy,no
Test-3A-Q35,calculus,derivative_application,0.90,1,easy,no
Test-3A-Q36,geometry,triangle_geometry,0.90,1,easy,no
Test-3A-Q4,geometry,linear_equation,0.55,1,easy,yes
Test-3A-Q5,algebra,rational_expression,0.80,1,easy,no
Test-3A-Q6,algebra,linear_inequality,0.95,1,easy,no
Test-3A-Q7,algebra,coordinate_geometry,0.90,1,easy,no
Test-3A-Q8,algebra,system_of_equations,0.85,1,easy,no
Test-3A-Q9,functions,function_domain_range,0.90,1,easy,no
Test-3B-Q1,algebra,number_representation,0.60,1,easy,yes
Test-3B-Q10,algebra,polynomial_remainder,0.95,1,easy,no
Test-3B-Q11,algebra,radical_expression,0.90,1,easy,no
Test-3B-Q12,algebra,radical_expression,0.75,1,easy,no
Test-3B-Q13,functions,quadratic_equation,0.75,1,easy,no
Test-3B-Q14,algebra,quadratic_inequality,0.70,1,easy,no
Test-3B-Q15,functions,exponent_rules,0.85,1,easy,no
Test-3B-Q16,algebra,rational_expression,0.70,1,easy,no
Test-3B-Q17,algebra,quadratic_equation,0.90,1,easy,no
Test-3B-Q18,algebra,polynomial_factoring,0.60,1,easy,yes
Test-3B-Q19,combinatorics,counting_principle,0.90,1,easy,no
Test-3B-Q2,algebra,linear_equation,0.95,1,easy,no
Test-3B-Q20,logarithms,logarithm,0.95,1,easy,no
Test-3B-Q21,combinatorics,permutation_arrangement,0.95,1,easy,no
Test-3B-Q22,sequences,progression,0.70,1,easy,no
Test-3B-Q23,algebra,system_of_equations,0.75,1,easy,no
Test-3B-Q24,algebra,radical_expression,0.90,1,easy,no
Test-3B-Q25,functions,function_domain_range,0.55,1,easy,yes
Test-3B-Q26,algebra,quadratic_equation,0.75,1,easy,no
Test-3B-Q27,algebra,polynomial_remainder,0.95,1,easy,no
Test-3B-Q28,other,set_theory,0.90,1,easy,no
Test-3B-Q29,combinatorics,combination_selection,0.85,1,easy,no
Test-3B-Q3,algebra,linear_equation,0.85,1,easy,no
Test-3B-Q30,probability,discrete_distribution,0.95,1,easy,no
Test-3B-Q31,statistics,expected_value,0.90,1,easy,no
Test-3B-Q32,algebra,vector_geometry,0.85,1,easy,no
Test-3B-Q33,geometry,vector_geometry,0.90,1,easy,no
Test-3B-Q34,calculus,derivative_rules,0.95,1,easy,no
Test-3B-Q35,calculus,derivative_application,0.90,1,easy,no
Test-3B-Q36,geometry,triangle_geometry,0.90,1,easy,no
Test-3B-Q4,geometry,linear_equation,0.55,1,easy,yes
Test-3B-Q5,algebra,rational_expression,0.80,1,easy,no
Test-3B-Q6,algebra,linear_inequality,0.95,1,easy,no
Test-3B-Q7,algebra,coordinate_geometry,0.90,1,easy,no
Test-3B-Q8,algebra,system_of_equations,0.85,1,easy,no
Test-3B-Q9,functions,function_domain_range,0.90,1,easy,no
Test-4A-Q1,algebra,number_representation,0.80,1,easy,no
Test-4A-Q10,algebra,exponent_rules,0.95,1,easy,no
Test-4A-Q11,number theory,number_representation,0.55,1,easy,yes
Test-4A-Q12,number theory,number_representation,0.55,1,easy,yes
Test-4A-Q13,algebra,fraction_arithmetic,0.70,2,easy,no
Test-4A-Q14,geometry,polygon_geometry,0.85,2,easy,no
Test-4A-Q15,algebra,fraction_arithmetic,0.85,2,easy,no
Test-4A-Q16,algebra,word_problem_arithmetic,0.90,2,easy,no
Test-4A-Q17,geometry,triangle_geometry,0.85,2,easy,no
Test-4A-Q18,algebra,polynomial_factoring,0.70,2,easy,no
Test-4A-Q19,algebra,radical_expression,0.80,2,easy,no
Test-4A-Q2,algebra,quadratic_equation,0.85,1,easy,no
Test-4A-Q20,algebra,system_of_equations,0.90,2,easy,no
Test-4A-Q21,algebra,quadratic_inequality,0.75,2,easy,no
Test-4A-Q22,algebra,radical_expression,0.90,2,easy,no
Test-4A-Q23,algebra,radical_expression,0.85,2,easy,no
Test-4A-Q24,algebra,function_graph,0.85,2,easy,no
Test-4A-Q25,probability,compound_event,0.70,3,medium,no
Test-4A-Q26,algebra,exponent_rules,0.80,3,medium,no
Test-4A-Q27,linear algebra,matrix_inverse,0.80,3,medium,no
Test-4A-Q28,probability,discrete_distribution,0.70,3,medium,no
Test-4A-Q29,trigonometry,trig_identity,0.85,3,medium,no
Test-4A-Q3,geometry,triangle_geometry,0.95,1,easy,no
Test-4A-Q30,algebra,complex_numbers,0.95,3,medium,no
Test-4A-Q31,set theory,set_theory,0.90,3,medium,no
Test-4A-Q32,algebra,rational_expression,0.90,3,medium,no
Test-4A-Q33,calculus,indefinite_integral,0.90,3,medium,no
Test-4A-Q34,linear algebra,vector_geometry,0.90,3,medium,no
Test-4A-Q35,geometry,coordinate_geometry,0.65,3,medium,yes
Test-4A-Q36,calculus,differential_equation,0.95,3,medium,no
Test-4A-Q4,algebra,function_domain_range,0.65,1,easy,yes
Test-4A-Q5,number theory,number_representation,0.55,1,easy,yes
Test-4A-Q6,algebra,rational_expression,0.70,1,easy,no
Test-4A-Q7,number theory,polynomial_remainder,0.65,1,easy,yes
Test-4A-Q8,algebra,linear_inequality,0.80,1,easy,no
Test-4A-Q9,algebra,number_representation,0.95,1,easy,no
Test-4B-Q1,algebra,number_representation,0.80,1,easy,no
Test-4B-Q10,algebra,exponent_rules,0.95,1,easy,no
Test-4B-Q11,number theory,number_representation,0.55,1,easy,yes
Test-4B-Q12,number theory,number_representation,0.55,1,easy,yes
Test-4B-Q13,algebra,fraction_arithmetic,0.70,2,easy,no
Test-4B-Q14,geometry,polygon_geometry,0.85,2,easy,no
Test-4B-Q15,algebra,fraction_arithmetic,0.85,2,easy,no
Test-4B-Q16,algebra,word_problem_arithmetic,0.90,2,easy,no
Test-4B-Q17,geometry,triangle_geometry,0.85,2,easy,no
Test-4B-Q18,algebra,polynomial_factoring,0.70,2,easy,no
Test-4B-Q19,algebra,radical_expression,0.80,2,easy,no
Test-4B-Q2,algebra,quadratic_equation,0.85,1,easy,no
Test-4B-Q20,algebra,system_of_equations,0.90,2,easy,no
Test-4B-Q21,algebra,quadratic_inequality,0.75,2,easy,no
Test-4B-Q22,algebra,radical_expression,0.90,2,easy,no
Test-4B-Q23,algebra,radical_expression,0.85,2,easy,no
Test-4B-Q24,algebra,function_graph,0.85,2,easy,no
Test-4B-Q25,probability,compound_event,0.70,3,medium,no
Test-4B-Q26,algebra,exponent_rules,0.80,3,medium,no
Test-4B-Q27,linear algebra,matrix_inverse,0.80,3,medium,no
Test-4B-Q28,probability,discrete_distribution,0.70,3,medium,no
Test-4B-Q29,trigonometry,trig_identity,0.85,3,medium,no
Test-4B-Q3,geometry,triangle_geometry,0.95,1,easy,no
Test-4B-Q30,algebra,complex_numbers,0.95,3,medium,no
Test-4B-Q31,set theory,set_theory,0.90,3,medium,no
Test-4B-Q32,algebra,rational_expression,0.90,3,medium,no
Test-4B-Q33,calculus,indefinite_integral,0.90,3,medium,no
Test-4B-Q34,linear algebra,vector_geometry,0.90,3,medium,no
Test-4B-Q35,geometry,coordinate_geometry,0.65,3,medium,yes
Test-4B-Q36,calculus,differential_equation,0.95,3,medium,no
Test-4B-Q4,algebra,function_domain_range,0.65,1,easy,yes
Test-4B-Q5,number theory,number_representation,0.55,1,easy,yes
Test-4B-Q6,algebra,rational_expression,0.70,1,easy,no
Test-4B-Q7,number theory,polynomial_remainder,0.65,1,easy,yes
Test-4B-Q8,algebra,quadratic_inequality,0.80,1,easy,no
Test-4B-Q9,algebra,number_representation,0.95,1,easy,no
Test-5A-Q1,algebra,fraction_arithmetic,0.95,1,easy,no
Test-5A-Q10,trigonometry,trig_identity,0.95,1,easy,no
Test-5A-Q11,algebra,coordinate_geometry,0.70,1,easy,no
Test-5A-Q12,algebra,logarithm,0.85,1,easy,no
Test-5A-Q13,algebra,quadratic_equation,0.70,2,easy,no
Test-5A-Q14,algebra,rational_expression,0.65,2,easy,yes
Test-5A-Q15,combinatorics,permutation_arrangement,0.80,2,easy,no
Test-5A-Q16,algebra,progression,0.75,2,easy,no
Test-5A-Q17,algebra,logarithm,0.90,2,easy,no
Test-5A-Q18,combinatorics,counting_principle,0.55,2,easy,yes
Test-5A-Q19,algebra,quadratic_equation,0.80,2,easy,no
Test-5A-Q2,algebra,number_representation,0.85,1,easy,no
Test-5A-Q20,algebra,exponent_rules,0.85,2,easy,no
Test-5A-Q21,algebra,system_of_equations,0.90,2,easy,no
Test-5A-Q22,algebra,polynomial_remainder,0.85,2,easy,no
Test-5A-Q23,probability,compound_event,0.60,2,easy,yes
Test-5A-Q24,algebra,quadratic_inequality,0.70,2,easy,no
Test-5A-Q25,algebra,system_of_equations,0.60,3,medium,yes
Test-5A-Q26,algebra,system_of_equations,0.90,3,medium,no
Test-5A-Q27,algebra,function_graph,0.80,3,medium,no
Test-5A-Q28,algebra,function_graph,0.60,3,medium,yes
Test-5A-Q29,geometry,coordinate_geometry,0.90,3,medium,no
Test-5A-Q3,algebra,polynomial_factoring,0.90,1,easy,no
Test-5A-Q30,algebra,function_inverse_composite,0.70,3,medium,no
Test-5A-Q31,algebra,polynomial_remainder,0.95,3,medium,no
Test-5A-Q32,algebra,complex_numbers,0.85,3,medium,no
Test-5A-Q33,calculus,derivative_rules,0.85,3,medium,no
Test-5A-Q34,probability,discrete_distribution,0.90,3,medium,no
Test-5A-Q35,geometry,coordinate_geometry,0.95,3,medium,no
Test-5A-Q36,calculus,definite_integral,0.95,3,medium,no
Test-5A-Q4,algebra,progression,0.95,1,easy,no
Test-5A-Q5,geometry,triangle_geometry,0.90,1,easy,no
Test-5A-Q6,algebra,exponent_rules,0.90,1,easy,no
Test-5A-Q7,algebra,exponent_rules,0.65,1,easy,yes
Test-5A-Q8,number theory,number_representation,0.50,1,easy,yes
Test-5A-Q9,algebra,logarithm,0.65,1,easy,yes
Test-5B-Q1,algebra,fraction_arithmetic,0.95,1,easy,no
Test-5B-Q10,trigonometry,trig_identity,0.95,1,easy,no
Test-5B-Q11,algebra,coordinate_geometry,0.70,1,easy,no
Test-5B-Q12,algebra,logarithm,0.85,1,easy,no
Test-5B-Q13,algebra,quadratic_equation,0.70,2,easy,no
Test-5B-Q14,algebra,rational_expression,0.65,2,easy,yes
Test-5B-Q15,combinatorics,permutation_arrangement,0.80,2,easy,no
Test-5B-Q16,algebra,progression,0.75,2,easy,no
Test-5B-Q17,algebra,logarithm,0.90,2,easy,no
Test-5B-Q18,combinatorics,counting_principle,0.55,2,easy,yes
Test-5B-Q19,algebra,quadratic_equation,0.80,2,easy,no
Test-5B-Q2,algebra,number_representation,0.85,1,easy,no
Test-5B-Q20,algebra,exponent_rules,0.85,2,easy,no
Test-5B-Q21,algebra,system_of_equations,0.90,2,easy,no
Test-5B-Q22,algebra,polynomial_remainder,0.85,2,easy,no
Test-5B-Q23,probability,compound_event,0.60,2,easy,yes
Test-5B-Q24,algebra,quadratic_inequality,0.70,2,easy,no
Test-5B-Q25,algebra,system_of_equations,0.60,3,medium,yes
Test-5B-Q26,algebra,system_of_equations,0.90,3,medium,no
Test-5B-Q27,algebra,function_graph,0.80,3,medium,no
Test-5B-Q28,algebra,function_graph,0.60,3,medium,yes
Test-5B-Q29,geometry,coordinate_geometry,0.90,3,medium,no
Test-5B-Q3,algebra,polynomial_factoring,0.90,1,easy,no
Test-5B-Q30,algebra,function_inverse_composite,0.70,3,medium,no
Test-5B-Q31,algebra,polynomial_remainder,0.95,3,medium,no
Test-5B-Q32,algebra,complex_numbers,0.85,3,medium,no
Test-5B-Q33,calculus,derivative_rules,0.85,3,medium,no
Test-5B-Q34,probability,discrete_distribution,0.90,3,medium,no
Test-5B-Q35,geometry,coordinate_geometry,0.95,3,medium,no
Test-5B-Q36,calculus,definite_integral,0.95,3,medium,no
Test-5B-Q4,algebra,progression,0.95,1,easy,no
Test-5B-Q5,geometry,triangle_geometry,0.90,1,easy,no
Test-5B-Q6,algebra,exponent_rules,0.90,1,easy,no
Test-5B-Q7,algebra,exponent_rules,0.65,1,easy,yes
Test-5B-Q8,number theory,number_representation,0.50,1,easy,yes
Test-5B-Q9,algebra,logarithm,0.65,1,easy,yes
Test-6A-Q1,trigonometry,trig_value,0.80,1,easy,no
Test-6A-Q10,algebra,quadratic_equation,0.90,1,easy,no
Test-6A-Q11,combinatorics,counting_principle,0.70,1,easy,no
Test-6A-Q12,algebra,exponent_rules,0.60,1,easy,yes
Test-6A-Q13,algebra,function_domain_range,0.60,2,easy,yes
Test-6A-Q14,geometry,triangle_geometry,0.85,2,easy,no
Test-6A-Q15,algebra,radical_expression,0.90,2,easy,no
Test-6A-Q16,combinatorics,counting_principle,0.90,2,easy,no
Test-6A-Q17,algebra,logarithm,0.90,2,easy,no
Test-6A-Q18,geometry,circle_geometry,0.85,2,easy,no
Test-6A-Q19,combinatorics,permutation_arrangement,0.90,2,easy,no
Test-6A-Q2,algebra,polynomial_factoring,0.80,1,easy,no
Test-6A-Q20,algebra,quadratic_equation,0.85,2,easy,no
Test-6A-Q21,algebra,function_domain_range,0.85,2,easy,no
Test-6A-Q22,combinatorics,counting_principle,0.85,2,easy,no
Test-6A-Q23,algebra,function_graph,0.55,2,easy,yes
Test-6A-Q24,geometry,coordinate_geometry,0.80,2,easy,no
Test-6A-Q25,algebra,progression,0.95,3,medium,no
Test-6A-Q26,algebra,function_inverse_composite,0.75,3,medium,no
Test-6A-Q27,linear algebra,vector_geometry,0.85,3,medium,no
Test-6A-Q28,algebra,complex_numbers,0.95,3,medium,no
Test-6A-Q29,algebra,complex_numbers,0.90,3,medium,no
Test-6A-Q3,algebra,number_representation,0.95,1,easy,no
Test-6A-Q30,linear algebra,geometric_transformation,0.70,3,medium,no
Test-6A-Q31,probability,discrete_distribution,0.55,3,medium,yes
Test-6A-Q32,calculus,indefinite_integral,0.95,3,medium,no
Test-6A-Q33,algebra,polynomial_factoring,0.50,3,medium,yes
Test-6A-Q34,linear algebra,vector_geometry,0.80,3,medium,no
Test-6A-Q35,algebra,complex_numbers,0.85,3,medium,no
Test-6A-Q36,calculus,derivative_rules,0.70,3,medium,no
Test-6A-Q4,geometry,triangle_geometry,0.95,1,easy,no
Test-6A-Q5,geometry,triangle_geometry,0.85,1,easy,no
Test-6A-Q6,algebra,rational_expression,0.80,1,easy,no
Test-6A-Q7,algebra,coordinate_geometry,0.75,1,easy,no
Test-6A-Q8,algebra,linear_equation,0.85,1,easy,no
Test-6A-Q9,algebra,fraction_arithmetic,0.95,1,easy,no
Test-6B-Q1,trigonometry,trig_value,0.80,1,easy,no
Test-6B-Q10,algebra,quadratic_equation,0.90,1,easy,no
Test-6B-Q11,combinatorics,counting_principle,0.70,1,easy,no
Test-6B-Q12,algebra,exponent_rules,0.60,1,easy,yes
Test-6B-Q13,algebra,function_domain_range,0.60,2,easy,yes
Test-6B-Q14,geometry,triangle_geometry,0.85,2,easy,no
Test-6B-Q15,algebra,radical_expression,0.90,2,easy,no
Test-6B-Q16,combinatorics,counting_principle,0.90,2,easy,no
Test-6B-Q17,algebra,logarithm,0.90,2,easy,no
Test-6B-Q18,geometry,circle_geometry,0.85,2,easy,no
Test-6B-Q19,combinatorics,permutation_arrangement,0.90,2,easy,no
Test-6B-Q2,algebra,polynomial_factoring,0.80,1,easy,no
Test-6B-Q20,algebra,quadratic_equation,0.85,2,easy,no
Test-6B-Q21,algebra,function_domain_range,0.85,2,easy,no
Test-6B-Q22,combinatorics,counting_principle,0.85,2,easy,no
Test-6B-Q23,algebra,function_graph,0.55,2,easy,yes
Test-6B-Q24,geometry,coordinate_geometry,0.80,2,easy,no
Test-6B-Q25,algebra,progression,0.95,3,medium,no
Test-6B-Q26,algebra,function_inverse_composite,0.75,3,medium,no
Test-6B-Q27,linear algebra,vector_geometry,0.85,3,medium,no
Test-6B-Q28,algebra,complex_numbers,0.95,3,medium,no
Test-6B-Q29,algebra,complex_numbers,0.90,3,medium,no
Test-6B-Q3,algebra,number_representation,0.95,1,easy,no
Test-6B-Q30,linear algebra,matrix_inverse,0.80,3,medium,no
Test-6B-Q31,probability,discrete_distribution,0.55,3,medium,yes
Test-6B-Q32,calculus,indefinite_integral,0.95,3,medium,no
Test-6B-Q33,algebra,polynomial_factoring,0.50,3,medium,yes
Test-6B-Q34,linear algebra,vector_geometry,0.80,3,medium,no
Test-6B-Q35,algebra,complex_numbers,0.85,3,medium,no
Test-6B-Q36,calculus,derivative_rules,0.70,3,medium,no
Test-6B-Q4,geometry,triangle_geometry,0.95,1,easy,no
Test-6B-Q5,geometry,triangle_geometry,0.85,1,easy,no
Test-6B-Q6,algebra,rational_expression,0.80,1,easy,no
Test-6B-Q7,algebra,coordinate_geometry,0.75,1,easy,no
Test-6B-Q8,algebra,linear_equation,0.85,1,easy,no
Test-6B-Q9,algebra,fraction_arithmetic,0.95,1,easy,no
Test-7A-Q1,Алгебр,linear_equation,0.95,1,easy,no
Test-7A-Q10,Алгебр,linear_equation,0.90,1,easy,no
Test-7A-Q11,Алгебр,radical_expression,0.90,1,easy,no
Test-7A-Q12,Алгебр,system_of_equations,0.95,2,easy,no
Test-7A-Q13,Алгебр,progression,0.95,2,easy,no
Test-7A-Q14,Алгебр,exponent_rules,0.85,2,easy,no
Test-7A-Q15,Геометр,polygon_geometry,0.85,2,easy,no
Test-7A-Q16,Арифметик,number_representation,0.80,2,easy,no
Test-7A-Q17,Комбинаторик,counting_principle,0.75,2,easy,no
Test-7A-Q18,Функц,function_domain_range,0.75,2,easy,no
Test-7A-Q19,Алгебр,progression,0.95,2,easy,no
Test-7A-Q2,Алгебр,exponent_rules,0.75,1,easy,no
Test-7A-Q20,Алгебр,exponent_rules,0.85,2,easy,no
Test-7A-Q21,Функц,quadratic_equation,0.65,2,easy,yes
Test-7A-Q22,Геометр,triangle_geometry,0.90,2,easy,no
Test-7A-Q23,Арифметик,word_problem_arithmetic,0.85,2,easy,no
Test-7A-Q24,Алгебр,system_of_equations,0.85,3,medium,no
Test-7A-Q25,Алгебр,logarithm,0.95,3,medium,no
Test-7A-Q26,Алгебр,exponent_rules,0.75,3,medium,no
Test-7A-Q27,Алгебр,system_of_equations,0.80,3,medium,no
Test-7A-Q28,Геометр,triangle_geometry,0.90,3,medium,no
Test-7A-Q29,Функц,function_inverse_composite,0.80,3,medium,no
Test-7A-Q3,Тоон онол,number_representation,0.55,1,easy,yes
Test-7A-Q30,Арифметик,fraction_arithmetic,0.85,3,medium,no
Test-7A-Q31,Алгебр,exponent_rules,0.85,3,medium,no
Test-7A-Q32,Алгебр,polynomial_factoring,0.80,3,medium,no
Test-7A-Q33,Алгебр,system_of_equations,0.80,3,medium,no
Test-7A-Q34,Алгебр,progression,0.70,3,medium,no
Test-7A-Q35,Функц,function_graph,0.55,3,medium,yes
Test-7A-Q36,Алгебр,quadratic_equation,0.90,3,medium,no
Test-7A-Q4,Алгебр,quadratic_inequality,0.75,1,easy,no
Test-7A-Q5,Тригонометр,trig_value,0.85,1,easy,no
Test-7A-Q6,Алгебр,quadratic_equation,0.80,1,easy,no
Test-7A-Q7,Геометр,triangle_geometry,0.85,1,easy,no
Test-7A-Q8,Арифметик,word_problem_arithmetic,0.65,1,easy,yes
Test-7A-Q9,Арифметик,number_representation,0.90,1,easy,no
Test-7B-Q1,Алгебр,linear_equation,0.95,1,easy,no
Test-7B-Q10,Алгебр,linear_equation,0.90,1,easy,no
Test-7B-Q11,Алгебр,radical_expression,0.90,1,easy,no
Test-7B-Q12,Алгебр,system_of_equations,0.95,2,easy,no
Test-7B-Q13,Алгебр,progression,0.95,2,easy,no
Test-7B-Q14,Алгебр,exponent_rules,0.85,2,easy,no
Test-7B-Q15,Геометр,polygon_geometry,0.85,2,easy,no
Test-7B-Q16,Арифметик,number_representation,0.80,2,easy,no
Test-7B-Q17,Комбинаторик,counting_principle,0.75,2,easy,no
Test-7B-Q18,Функц,function_domain_range,0.75,2,easy,no
Test-7B-Q19,Алгебр,progression,0.95,2,easy,no
Test-7B-Q2,Алгебр,exponent_rules,0.75,1,easy,no
Test-7B-Q20,Алгебр,exponent_rules,0.85,2,easy,no
Test-7B-Q21,Функц,quadratic_equation,0.65,2,easy,yes
Test-7B-Q22,Геометр,triangle_geometry,0.90,2,easy,no
Test-7B-Q23,Арифметик,word_problem_arithmetic,0.85,2,easy,no
Test-7B-Q24,Алгебр,system_of_equations,0.85,3,medium,no
Test-7B-Q25,Алгебр,logarithm,0.95,3,medium,no
Test-7B-Q26,Алгебр,exponent_rules,0.75,3,medium,no
Test-7B-Q27,Алгебр,system_of_equations,0.80,3,medium,no
Test-7B-Q28,Геометр,triangle_geometry,0.90,3,medium,no
Test-7B-Q29,Функц,function_inverse_composite,0.80,3,medium,no
Test-7B-Q3,Тоон онол,number_representation,0.55,1,easy,yes
Test-7B-Q30,Арифметик,fraction_arithmetic,0.85,3,medium,no
Test-7B-Q31,Алгебр,exponent_rules,0.85,3,medium,no
Test-7B-Q32,Алгебр,polynomial_factoring,0.80,3,medium,no
Test-7B-Q33,Алгебр,system_of_equations,0.80,3,medium,no
Test-7B-Q34,Алгебр,progression,0.70,3,medium,no
Test-7B-Q35,Функц,function_graph,0.55,3,medium,yes
Test-7B-Q36,Алгебр,quadratic_equation,0.90,3,medium,no
Test-7B-Q4,Алгебр,quadratic_inequality,0.75,1,easy,no
Test-7B-Q5,Тригонометр,trig_value,0.85,1,easy,no
Test-7B-Q6,Алгебр,quadratic_equation,0.70,1,easy,no
Test-7B-Q7,Геометр,triangle_geometry,0.85,1,easy,no
Test-7B-Q8,Арифметик,word_problem_arithmetic,0.65,1,easy,yes
Test-7B-Q9,Арифметик,number_representation,0.90,1,easy,no
